Medicamento,Especie de destino,Reacciones Adversas
MYPRAVAC AVIS,Gallinas,Ninguna
CEMAY 50 mg/ml SUSPENSION INYECTABLE PARA PORCINO Y BOVINO,Bovino,Reacción en el punto de inyección
CEMAY 50 mg/ml SUSPENSION INYECTABLE PARA PORCINO Y BOVINO,Porcino,Reacción en el punto de inyección
CEFTIONIL 50 mg/ml SUSPENSION INYECTABLE PARA PORCINO Y BOVINO,Bovino,Reacción en el punto de inyección
CEFTIONIL 50 mg/ml SUSPENSION INYECTABLE PARA PORCINO Y BOVINO,Porcino,Reacción en el punto de inyección
NUX VOMICA-HOMACCORD USO VETERINARIO SOLUCION INYECTABLE,Bovino,Ninguna
NUX VOMICA-HOMACCORD USO VETERINARIO SOLUCION INYECTABLE,Caprino,Ninguna
NUX VOMICA-HOMACCORD USO VETERINARIO SOLUCION INYECTABLE,Porcino,Ninguna
NUX VOMICA-HOMACCORD USO VETERINARIO SOLUCION INYECTABLE,Caballos,Ninguna
NUX VOMICA-HOMACCORD USO VETERINARIO SOLUCION INYECTABLE,Gatos,Ninguna
NUX VOMICA-HOMACCORD USO VETERINARIO SOLUCION INYECTABLE,Ovino,Ninguna
MAYMULINA 125 mg/ml SOLUCION ORAL,Porcino,Reacción de hipersensibilidad
TRELACON 200.000 UI/ml SOLUCION INYECTABLE # TRELACON 200 mg/ml SOLUCION INYECTABLE,Bovino,Edema vulvar
TRELACON 200.000 UI/ml SOLUCION INYECTABLE # TRELACON 200 mg/ml SOLUCION INYECTABLE,Porcino,Edema vulvar
PRILBEN VET 20 mg COMPRIMIDO RECUBIERTO CON PELICULA PARA PERROS,Perros,Hipotensión
BANACEP VET 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS # BANACEP VET 20 mg COMPRIMIDO RECUBIERTO CON PELICULA PARA PERROS,Perros,Hipotensión
CONOFITE GOTAS OTICAS Y SUSPENSION CUTANEA # CONOFITE,Perros,Reacción local
CONOFITE GOTAS OTICAS Y SUSPENSION CUTANEA # CONOFITE,Gatos,Reacción local
FINADYNE 50 mg/ml SOLUCION INYECTABLE,Bovino,Reacción en el punto de inyección
FINADYNE 50 mg/ml SOLUCION INYECTABLE,Caballos,Reacción en el punto de inyección
FINADYNE 50 mg/ml SOLUCION INYECTABLE,Porcino,Reacción en el punto de inyección
RHEUMOCAM 20 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y EQUINO,Porcino,Reacción anafilactoide
RHEUMOCAM 20 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y EQUINO,Bovino,Reacción anafilactoide
HIPPIRON,Caballos,Flebitis
ENGYSTOL USO VETERINARIO SOLUCION INYECTABLE,Ovino,Ninguna
ENGYSTOL USO VETERINARIO SOLUCION INYECTABLE,Caprino,Ninguna
ENGYSTOL USO VETERINARIO SOLUCION INYECTABLE,Caballos,Ninguna
ENGYSTOL USO VETERINARIO SOLUCION INYECTABLE,Gatos,Ninguna
ENGYSTOL USO VETERINARIO SOLUCION INYECTABLE,Bovino,Ninguna
ENGYSTOL USO VETERINARIO SOLUCION INYECTABLE,Porcino,Ninguna
SPIR INYECTABLE,Porcino,Edema en el punto de inyección
SPIR INYECTABLE,Bovino,Edema en el punto de inyección
DFV DOXICICLINA 200 mg/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA PARA PORCINO Y POLLOS,Gallinas,Alergia
DFV DOXICICLINA 200 mg/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA PARA PORCINO Y POLLOS,Porcino,Alergia
DFV DOXIVET 500 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA PORCINO Y POLLOS,Porcino,Alergia
DFV DOXIVET 500 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA PORCINO Y POLLOS,Gallinas,Alergia
AVIFFA-RTI,Pavos,Ninguna
ATOPICA 100 mg/ml SOLUCION ORAL PARA GATOS Y PERROS # ATOPICA 100 mg/ml SOLUCION ORAL PARA GATOS,Perros,Diabetes mellitus
ATOPICA 100 mg/ml SOLUCION ORAL PARA GATOS Y PERROS # ATOPICA 100 mg/ml SOLUCION ORAL PARA GATOS,Gatos,Diabetes mellitus
NOBILIS ND CLONE 30,Pavos,Temblor de la cabeza
TERMOVET,Porcino,Edema local
SARNACURAN,Ovino,Ninguna
SARNACURAN,Porcino,Ninguna
SARNACURAN,Perros,Ninguna
BLUEVAC BTV SUSPENSION INYECTABLE PARA BOVINO Y OVINO,Bovino,Granuloma en el punto de inyección
BLUEVAC BTV SUSPENSION INYECTABLE PARA BOVINO Y OVINO,Ovino,Granuloma en el punto de inyección
PROTEQ WEST NILE SUSPENSION INYECTABLE PARA CABALLOS,Caballos,Dolor en el punto de inyección
"EMDOCAM 20 MG/ML SOLUCION INYECTABLE PARA BOVINO, PORCINO Y EQUINO",Porcino,Reacción anafilactoide
"EMDOCAM 20 MG/ML SOLUCION INYECTABLE PARA BOVINO, PORCINO Y EQUINO",Bovino,Reacción anafilactoide
CENOXY L.A. 200 mg/ml SOLUCION INYECTABLE # CENOXY L.A. 200 mg/ml,Bovino,Dolor en el punto de inyección
CENOXY L.A. 200 mg/ml SOLUCION INYECTABLE # CENOXY L.A. 200 mg/ml,Ovino,Dolor en el punto de inyección
CENOXY L.A. 200 mg/ml SOLUCION INYECTABLE # CENOXY L.A. 200 mg/ml,Porcino,Dolor en el punto de inyección
COTRISUL 300 mg/g + 75 mg/g polvo para administración en agua de bebida # COTRISUL,Porcino,Trombocitopenia
TAILAN 1000 mg/g # TAILAN,Porcino,Edema local
COMFORTIS 270 MG COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,Gatos,Visión anormal
COMFORTIS 270 MG COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,Perros,Visión anormal
COMFORTIS 425 MG COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,Gatos,Visión anormal
COMFORTIS 425 MG COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,Perros,Visión anormal
COMFORTIS 1620 MG COMPRIMIDOS MASTICABLES PARA PERROS,Perros,Visión anormal
"RECOCAM 20 MG/ML SOLUCION INYECTABLE PARA BOVINO, CERDOS Y EQUINO",Bovino,Inflamación en el punto de inyección
"RECOCAM 20 MG/ML SOLUCION INYECTABLE PARA BOVINO, CERDOS Y EQUINO",Porcino,Inflamación en el punto de inyección
"MELOXORAL 0,5 mg/ml SUSPENSION ORAL PARA GATOS",Gatos,Diarrea
"MELOXORAL 1,5 mg/ml SUSPENSION ORAL PARA PERROS",Perros,Diarrea
"MELOXORAL 1,5 mg/ml SUSPENSION ORAL PARA PERROS",Gatos,Diarrea
SELECTAN 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Bovino,Inflamación en el punto de inyección
SELECTAN 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Porcino,Inflamación en el punto de inyección
VIRBAMINTHE  PASTA ORAL # VIRBAMINTHE,Gatos,Diarrea
VIRBAMINTHE  PASTA ORAL # VIRBAMINTHE,Perros,Diarrea
NOBILIS REO INAC,Gallinas,Ninguna
DETOSEDAN 10 mg/ml SOLUCION INYECTABLE PARA CABALLOS Y BOVINO,Bovino,Hiperexcitación
RHEUMOCAM 15 MG/ ML SUSPENSION ORAL PARA EQUINOS,Caballos,Dolor abdominal
"LOXICOM 20 mg/ml SOLUCION INYECTABLE PARA BOVINO, CERDOS Y EQUINO",Bovino,Reacción anafilactoide
"LOXICOM 20 mg/ml SOLUCION INYECTABLE PARA BOVINO, CERDOS Y EQUINO",Porcino,Reacción anafilactoide
"LOXICOM 0,5 mg/ml SUSPENSION ORAL PARA GATOS",Gatos,Diarrea
TETRALONG L.A. 200 mg/ml SOLUCION INYECTABLE # TETRALONG L.A. 200 mg/ml,Ovino,Enrojecimiento en el punto de inyección
TETRALONG L.A. 200 mg/ml SOLUCION INYECTABLE # TETRALONG L.A. 200 mg/ml,Porcino,Enrojecimiento en el punto de inyección
TETRALONG L.A. 200 mg/ml SOLUCION INYECTABLE # TETRALONG L.A. 200 mg/ml,Bovino,Enrojecimiento en el punto de inyección
NIXYVET 50 mg/ml SOLUCION INYECTABLE # NIXYVET,Bovino,Reacción en el punto de inyección
NIXYVET 50 mg/ml SOLUCION INYECTABLE # NIXYVET,Porcino,Reacción en el punto de inyección
"BUPAQ MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",Gatos,Dolor en el punto de inyección
"BUPAQ MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",Perros,Dolor en el punto de inyección
ZODALBEN 100 mg/ml SUSPENSION ORAL,Bovino,Ninguna
BORGAL SOLUCION INYECTABLE # BORGAL,Bovino,Reacción local
BORGAL SOLUCION INYECTABLE # BORGAL,Ovino,Reacción local
BORGAL SOLUCION INYECTABLE # BORGAL,Porcino,Reacción local
BORGAL SOLUCION INYECTABLE # BORGAL,Caballos,Reacción local
MYCOFLOR 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Porcino,Inflamación en el punto de inyección
MYCOFLOR 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y PORCINO,Bovino,Inflamación en el punto de inyección
"INFLACAM 1,5 mg SUSPENSION ORAL PARA PERROS",Perros,Diarrea sanguinolenta
INFLACAM 20 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y EQUINO,Bovino,Reacción anafilactoide
INFLACAM 20 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y EQUINO,Porcino,Reacción anafilactoide
INFLACAM 20 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y EQUINO,Caballos,Reacción anafilactoide
INFLACAM 1 mg COMPRIMIDOS MASTICABLES PARA PERROS,Perros,Diarrea sanguinolenta
"INFLACAM 2,5 mg COMPRIMIDOS MASTICABLES PARA PERROS",Perros,Diarrea sanguinolenta
LINCOIVEN,Porcino,Dolor en el punto de inyección
LINCOIVEN,Bovino,Dolor en el punto de inyección
LINCOIVEN,Perros,Dolor en el punto de inyección
SOMNIPRON 10 mg/ml SOLUCION INYECTABLE PARA CABALLOS Y BOVINO,Bovino,Bradicardia
KESIUM 40 mg / 10 mg COMPRIMIDOS MASTICABLES PARA GATOS Y PERROS # KESIUM 50 mg COMPRIMIDOS MASTICABLES PARA GATOS Y PERROS,Gatos,Diarrea
KESIUM 40 mg / 10 mg COMPRIMIDOS MASTICABLES PARA GATOS Y PERROS # KESIUM 50 mg COMPRIMIDOS MASTICABLES PARA GATOS Y PERROS,Perros,Diarrea
KESIUM 200 mg / 50 mg COMPRIMIDOS MASTICABLES PARA PERROS # KESIUM 250 mg COMPRIMIDOS MASTICABLES PARA PERROS,Perros,Diarrea
KESIUM 200 mg / 50 mg COMPRIMIDOS MASTICABLES PARA PERROS # KESIUM 250 mg COMPRIMIDOS MASTICABLES PARA PERROS,Porcino,Diarrea
"BUPRECARE MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",Gatos,Sedación
"BUPRECARE MULTIDOSIS 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",Perros,Sedación
KETINK 100 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS Y PORCINO # KETINK 100 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO Y PORCINO,Bovino,Úlcera gástrica
KETINK 100 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS Y PORCINO # KETINK 100 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO Y PORCINO,Porcino,Úlcera gástrica
NEFOTEK 100 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS Y PORCINO # NEFOTEK 100 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO Y PORCINO,Bovino,Reacción en el punto de inyección
NEFOTEK 100 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS Y PORCINO # NEFOTEK 100 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO Y PORCINO,Porcino,Reacción en el punto de inyección
CLAVUDALE 40 mg/10 mg COMPRIMIDOS PARA GATOS Y PERROS # CLAVUDALE 40 mg/10 mg COMPRIMIDO PARA GATOS Y PERROS,Gatos,Discrasia sanguínea
CLAVUDALE 40 mg/10 mg COMPRIMIDOS PARA GATOS Y PERROS # CLAVUDALE 40 mg/10 mg COMPRIMIDO PARA GATOS Y PERROS,Perros,Discrasia sanguínea
CLAVUDALE 200 mg/50 mg COMPRIMIDOS PARA PERROS # CLAVUDALE 200 mg/50 mg COMPRIMIDO PARA PERROS,Perros,Discrasia sanguínea
CLAVUDALE 400 mg/100 mg COMPRIMIDOS PARA PERROS # CLAVUDALE 400 mg/100 mg COMPRIMIDO PARA PERROS,Perros,Discrasia sanguínea
CLAVUCILL 40 mg/10 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Diarrea
CLAVUCILL 40 mg/10 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Diarrea
"BENEFORTIN SABOR 2,5 mg COMPRIMIDOS PARA GATOS Y PERROS",Perros,Elevación de la creatinina
"BENEFORTIN SABOR 2,5 mg COMPRIMIDOS PARA GATOS Y PERROS",Gatos,Elevación de la creatinina
BENEFORTIN SABOR 5 mg COMPRIMIDOS PARA GATOS Y PERROS,Perros,Elevación de la creatinina
BENEFORTIN SABOR 5 mg COMPRIMIDOS PARA GATOS Y PERROS,Gatos,Elevación de la creatinina
BENEFORTIN SABOR 20 mg COMPRIMIDOS PARA PERROS,Perros,Emesis
KELAPROFEN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO Y PORCINO,Bovino,Alergia
KELAPROFEN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO Y PORCINO,Porcino,Alergia
CANAURAL GOTAS OTICAS EN SUSPENSION PARA PERROS Y GATOS,Perros,SORDERA
CANAURAL GOTAS OTICAS EN SUSPENSION PARA PERROS Y GATOS,Gatos,SORDERA
MARBOVET 100 mg/ml SOLUCION INYECTABLE,Bovino,Dolor en el punto de administración
EUTHASOL 400 mg/ml SOLUCION INYECTABLE,Bovino,Temblor muscular
EUTHASOL 400 mg/ml SOLUCION INYECTABLE,Gatos,Temblor muscular
EUTHASOL 400 mg/ml SOLUCION INYECTABLE,Caprino,Temblor muscular
EUTHASOL 400 mg/ml SOLUCION INYECTABLE,Perros,Temblor muscular
EUTHASOL 400 mg/ml SOLUCION INYECTABLE,Ovino,Temblor muscular
VETECARDIOL 100 mg/ml SOLUCION INYECTABLE,Caprino,Ninguna
VETECARDIOL 100 mg/ml SOLUCION INYECTABLE,Porcino,Ninguna
VETECARDIOL 100 mg/ml SOLUCION INYECTABLE,Bovino,Ninguna
VETECARDIOL 100 mg/ml SOLUCION INYECTABLE,Ovino,Ninguna
TETANIVAC CZV,Bovino,Inflamación en el punto de inyección
TETANIVAC CZV,Ovino,Inflamación en el punto de inyección
SEMFORTAN 10 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Perros,Vocalización
SEMFORTAN 10 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Gatos,Vocalización
FRAMICAS POLVO CUTANEO,Gatos,Alergia
FRAMICAS POLVO CUTANEO,Perros,Alergia
PORCILIS AR-T DF SUSPENSION INYECTABLE,Porcino,Emesis
BAYCOX 25 mg/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA PARA AVES,Pavos,Ninguna
CANITROID SABOR 200 microgramos COMPRIMIDOS PARA PERROS,Perros,Hiperexcitación
CANITROID SABOR 400 microgramos COMPRIMIDOS PARA PERROS,Perros,Hiperexcitación
DENAGARD 100 mg/g PREMEZCLA MEDICAMENTOSA # DENAGARD 100 g/kg PREMEZCLA MEDICAMENTOSA,Porcino,Eritema
SUIVET,Porcino,Ninguna
CARPROVET 50 mg/ml SOLUCION INYECTABLE PARA BOVINO # FLOGIDYL 50 mg/ml SOLUCION INYECTABLE PARA BOVINO,Bovino,Ninguna
RHEUMOCAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Perros,Reacción anafilactoide
RHEUMOCAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Gatos,Reacción anafilactoide
VITASEL EMULSION INYECTABLE # VITASEL,Ovino,Dolor en el punto de inyección
VITASEL EMULSION INYECTABLE # VITASEL,Porcino,Dolor en el punto de inyección
VITASEL EMULSION INYECTABLE # VITASEL,Bovino,Dolor en el punto de inyección
"DENAGARD 162,2 mg/ml SOLUCION INYECTABLE # DENAGARD 200 mg/ml SOLUCION INYECTABLE",Porcino,Dolor en el punto de inyección
"DYNAMUTILIN 162,2 mg/ml SOLUCION INYECTABLE",Porcino,Dolor en el punto de inyección
NEOMICINA 100.000 U.I./g MAYMO,Porcino,Alteración de la microbiota intestinal
VITOFYLLIN 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS # VITOFYLLIN 50 mg COMPRIMIDOS RECUBIERTOS PARA PERROS,Perros,Emesis
VITOFYLLIN 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS # VITOFYLLIN 100 mg COMPRIMIDOS RECUBIERTOS PARA PERROS,Perros,Emesis
PUREVAX RABIES SUSPENSION INYECTABLE,Gatos,Reacción local
FENTADON 50 microgramos/ml SOLUCION INYECTABLE PARA PERROS,Perros,Irritabilidad
IMALGENE 100 mg/ml SOLUCION INYECTABLE # IMALGENE 100 mg/ml,Gatos,Inflamación en el punto de inyección
IMALGENE 100 mg/ml SOLUCION INYECTABLE # IMALGENE 100 mg/ml,Perros,Inflamación en el punto de inyección
"MYCOGAL 1,05 MUI/ml",Bovino,Enrojecimiento en el punto de inyección
"MYCOGAL 1,05 MUI/ml",Porcino,Enrojecimiento en el punto de inyección
PULMOVALL 300 mg/ml SOLUCION INYECTABLE,Bovino,Inflamación en el punto de inyección
PULMOVALL 300 mg/ml SOLUCION INYECTABLE,Porcino,Inflamación en el punto de inyección
COXEVAC SUSPENSION INYECTABLE PARA BOVINO CAPRINO Y OVINO,Bovino,Anorexia
COXEVAC SUSPENSION INYECTABLE PARA BOVINO CAPRINO Y OVINO,Ovino,Anorexia
COXEVAC SUSPENSION INYECTABLE PARA BOVINO CAPRINO Y OVINO,Caprino,Anorexia
NERFASIN 20 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PERROS Y GATOS # NERFASIN 20 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO PERROS Y GATOS,Bovino,Arritmia
NERFASIN 20 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PERROS Y GATOS # NERFASIN 20 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO PERROS Y GATOS,Gatos,Arritmia
NERFASIN 20 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PERROS Y GATOS # NERFASIN 20 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO PERROS Y GATOS,Perros,Arritmia
XYLASOL 20 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PERROS Y GATOS,Gatos,Fallo respiratorio
XYLASOL 20 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PERROS Y GATOS,Bovino,Fallo respiratorio
XYLASOL 20 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PERROS Y GATOS,Perros,Fallo respiratorio
RAPIFAN 100 mg/ml SOLUCION INYECTABLE # RAPIFAN,Bovino,Incontinencia fecal
RAPIFAN 100 mg/ml SOLUCION INYECTABLE # RAPIFAN,Ovino,Incontinencia fecal
RAPIFAN 100 mg/ml SOLUCION INYECTABLE # RAPIFAN,Perros,Incontinencia fecal
RAPIFAN 100 mg/ml SOLUCION INYECTABLE # RAPIFAN,Caprino,Incontinencia fecal
RAPIFAN 100 mg/ml SOLUCION INYECTABLE # RAPIFAN,Porcino,Incontinencia fecal
AGALAX UNO,Caprino,Alergia
AGALAX UNO,Ovino,Alergia
AGALAX TRES,Ovino,Alergia
AGALAX TRES,Caprino,Alergia
ZOLETIL 100,Perros,Hiperexcitación
ZOLETIL 100,Gatos,Hiperexcitación
ZOLETIL 50,Perros,Hiperexcitación
ZOLETIL 50,Gatos,Hiperexcitación
PROPOVET MULTIDOSIS 10 mg/ml EMULSION INYECTABLE PARA PERROS Y GATOS,Gatos,Insuficiencia cardíaca
PROPOVET MULTIDOSIS 10 mg/ml EMULSION INYECTABLE PARA PERROS Y GATOS,Perros,Insuficiencia cardíaca
SYNULOX POLVO PARA GOTAS ORALES EN SUSPENSION,Gatos,Discrasia sanguínea
SYNULOX POLVO PARA GOTAS ORALES EN SUSPENSION,Perros,Discrasia sanguínea
EUPENPLUS,Porcino,Reacción en el punto de inyección
EUPENPLUS,Ovino,Reacción en el punto de inyección
EUPENPLUS,Bovino,Reacción en el punto de inyección
EUPENPLUS,Perros,Reacción en el punto de inyección
CLAMOXYL VETERINARIA L.A.150 mg/ml SUSPENSION INYECTABLE # CLAMOXYL VETERINARIA L.A.,Perros,Reacción en el punto de inyección
CLAMOXYL VETERINARIA L.A.150 mg/ml SUSPENSION INYECTABLE # CLAMOXYL VETERINARIA L.A.,Bovino,Reacción en el punto de inyección
CLAMOXYL VETERINARIA L.A.150 mg/ml SUSPENSION INYECTABLE # CLAMOXYL VETERINARIA L.A.,Porcino,Reacción en el punto de inyección
CLAMOXYL VETERINARIA L.A.150 mg/ml SUSPENSION INYECTABLE # CLAMOXYL VETERINARIA L.A.,Ovino,Reacción en el punto de inyección
CLAMOXYL VETERINARIA L.A.150 mg/ml SUSPENSION INYECTABLE # CLAMOXYL VETERINARIA L.A.,Gatos,Reacción en el punto de inyección
CLAMOXYL VETERINARIA L.A.150 mg/ml SUSPENSION INYECTABLE # CLAMOXYL VETERINARIA L.A.,Caprino,Reacción en el punto de inyección
CENMETRIN POUR-ON,Bovino,Ansiedad
CENMETRIN POUR-ON,Ovino,Ansiedad
DELTAVEX POUR-ON,Bovino,Ansiedad
DELTAVEX POUR-ON,Ovino,Ansiedad
OXICIVEN L.A. 200 mg/ml SOLUCION INYECTABLE # OXICIVEN L.A. 200 mg/ml,Porcino,Dolor en el punto de administración
OXICIVEN L.A. 200 mg/ml SOLUCION INYECTABLE # OXICIVEN L.A. 200 mg/ml,Caprino,Dolor en el punto de administración
OXICIVEN L.A. 200 mg/ml SOLUCION INYECTABLE # OXICIVEN L.A. 200 mg/ml,Bovino,Dolor en el punto de administración
OXICIVEN L.A. 200 mg/ml SOLUCION INYECTABLE # OXICIVEN L.A. 200 mg/ml,Ovino,Dolor en el punto de administración
TISERGEN 200 mg/ml,Porcino,Reacción local
TRAUMEEL USO VETERINARIO SOLUCION INYECTABLE,Ovino,Hipersalivación
TRAUMEEL USO VETERINARIO SOLUCION INYECTABLE,Caprino,Hipersalivación
TRAUMEEL USO VETERINARIO SOLUCION INYECTABLE,Caballos,Hipersalivación
TRAUMEEL USO VETERINARIO SOLUCION INYECTABLE,Porcino,Hipersalivación
TRAUMEEL USO VETERINARIO SOLUCION INYECTABLE,Gatos,Hipersalivación
TRAUMEEL USO VETERINARIO SOLUCION INYECTABLE,Bovino,Hipersalivación
KETOJET 100 mg/ml SOLUCION INYECTABLE # KETOPROFENO SUPPORT PHARMA 100 mg/ml SOLUCION INYECTABLE,Bovino,Reacción en el punto de inyección
KETOJET 100 mg/ml SOLUCION INYECTABLE # KETOPROFENO SUPPORT PHARMA 100 mg/ml SOLUCION INYECTABLE,Porcino,Reacción en el punto de inyección
"ECTOFLY 12,5 mg/ml SOLUCION PARA UNCION DORSAL CONTINUA PARA OVINO # ECTOFLY 12,5 mg/ml SOLUCION POUR-ON PARA OVINO",Ovino,Ninguna
KETOFARM 100 mg/ml SOLUCION INYECTABLE,Bovino,Reacción en el punto de inyección
KETOFARM 100 mg/ml SOLUCION INYECTABLE,Porcino,Reacción en el punto de inyección
"FLORFENICEN 300 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO Y PORCINO # FLORFENICEN 300 MG/ML SOLUCIÓN INYECTABLE PARA BOVINO, OVINO Y PORCINO",Bovino,Inflamación en el punto de inyección
"FLORFENICEN 300 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO Y PORCINO # FLORFENICEN 300 MG/ML SOLUCIÓN INYECTABLE PARA BOVINO, OVINO Y PORCINO",Porcino,Inflamación en el punto de inyección
"FLORFENICEN 300 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO Y PORCINO # FLORFENICEN 300 MG/ML SOLUCIÓN INYECTABLE PARA BOVINO, OVINO Y PORCINO",Ovino,Inflamación en el punto de inyección
DFV DOXIVET 100/10 mg/ml,Porcino,Alergia
FINOXALINE,Bovino,Reacción local
LINCEX SOLUCION INYECTABLE # ICAMICINA SOLUCION INYECTABLE,Perros,Inflamación en el punto de inyección
LINCEX SOLUCION INYECTABLE # ICAMICINA SOLUCION INYECTABLE,Porcino,Inflamación en el punto de inyección
QUINOCILIN SUSPENSION INYECTABLE,Ovino,Reacción local
QUINOCILIN SUSPENSION INYECTABLE,Porcino,Reacción local
CALIMICINA 200 mg/ml L.A. SOLUCION INYECTABLE # CALIMICINA 200 mg/ml L.A.,Porcino,Dolor en el punto de inyección
CALIMICINA 200 mg/ml L.A. SOLUCION INYECTABLE # CALIMICINA 200 mg/ml L.A.,Ovino,Dolor en el punto de inyección
CALIMICINA 200 mg/ml L.A. SOLUCION INYECTABLE # CALIMICINA 200 mg/ml L.A.,Caprino,Dolor en el punto de inyección
CALIMICINA 200 mg/ml L.A. SOLUCION INYECTABLE # CALIMICINA 200 mg/ml L.A.,Bovino,Dolor en el punto de inyección
TSEFALEN 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,Gatos,Diarrea
TSEFALEN 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,Perros,Diarrea
DOMOSEDAN 10 mg/ml SOLUCION INYECTABLE PARA CABALLOS # DOMOSEDAN 10 mg/ml SOLUCION INYECTABLE,Caballos,Bradicardia
METHOXASOL 20/100 mg/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA PARA PORCINO Y POLLOS # METHOXASOL 20/100 mg/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA PARA PORCINO Y POLLOS DE ENGORDE,Porcino,Reacción de hipersensibilidad
VERSIFEL FeLV SUSPENSION INYECTABLE PARA GATOS # VERSIFEL FeLV,Gatos,Granuloma en el punto de inyección
CENMICIN SOLUCION INYECTABLE,Bovino,Dolor en el punto de inyección
CENMICIN SOLUCION INYECTABLE,Ovino,Dolor en el punto de inyección
CENMICIN SOLUCION INYECTABLE,Porcino,Dolor en el punto de inyección
DEXA-JECT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PORCINO PERROS Y GATOS # DEXA-JECT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO PORCINO PERROS Y GATOS,Bovino,PANCREATITIS
DEXA-JECT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PORCINO PERROS Y GATOS # DEXA-JECT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO PORCINO PERROS Y GATOS,Caballos,PANCREATITIS
DEXA-JECT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS PORCINO PERROS Y GATOS # DEXA-JECT 2 mg/ml SOLUCION INYECTABLE PARA BOVINO EQUINO PORCINO PERROS Y GATOS,Porcino,PANCREATITIS
